epoch,loss,lr,valid_cont_loss,valid_positive_distance,valid_negative_distance,valid_mlm_loss,valid_mlm_acc
0,,,7.658007372163634,0.23873053384137516,0.2761401175739932,3.107735326502802,0.05823226700572827
1,9.182037976781801,4.493055062954425e-05,4.345164481184797,0.6762148727509476,1.0753560879294035,2.5090103801964228,0.30737329903943406
2,6.591534162532004,0.00013443055062954424,3.363180425752803,0.7387134389064562,1.1980999569792143,2.2378691216837217,0.39093418518602824
3,5.724253887474323,0.00022393055062954424,2.953197182615236,0.7544308764630849,1.2448080049515986,2.053043261817153,0.45091506521111496
4,5.20936963323086,0.0003134305506295442,2.716743334197872,0.7617017040439606,1.2655326814563164,1.8346549825153677,0.5459111997850082
5,4.797363760916686,0.0004029305506295442,2.5315745733168646,0.7642941815881594,1.2820718132768274,1.6050558918637798,0.6358575694131943
6,4.476843671475945,0.0004924305506295441,2.4529055849266066,0.7711359988646741,1.2949335531948734,1.445623787430969,0.695915889035344
7,4.256570228282806,0.0005819305506295443,2.376283261165332,0.7740483069252643,1.3068197599952387,1.3452847461247104,0.7375980633629465
8,4.077432447289823,0.0006714305506295441,2.281851764120166,0.7735469991897704,1.3139633446632597,1.2806061077933288,0.7616049186507606
9,3.946198620968512,0.0007609305506295441,2.2139869646690107,0.7745192936057028,1.3203651653914703,1.2306433200373421,0.7814341716707078
10,3.8454582492403695,0.0008504305506295442,2.223261047135546,0.7752407356889246,1.3242864048312768,1.1924099517647335,0.7964384807198223
11,3.762321978652069,0.0009399305506295442,2.174712216970345,0.7731234280734519,1.3221824667926723,1.1618663310595818,0.807934625342622
12,3.7018740457700554,0.0010294305506295441,2.1660712848814043,0.7753581322091605,1.3324117160960625,1.1363742312495373,0.818902495515527
13,3.6473165064460233,0.0011189305506295443,2.1196814067903524,0.772314995514137,1.3343148336924067,1.1154507091408519,0.827289318385841
14,3.600818713677569,0.0012083461937734932,2.0792289521494833,0.7665712742073069,1.3316775504971938,1.1011119395848274,0.8316912848324648
15,3.5638020035768703,0.001226884932938532,2.0646056244079607,0.7629404656239387,1.330064829963142,1.0918578136009698,0.835068820602511
16,3.523137277045596,0.0011866314992028263,2.071850304905165,0.7674295305176603,1.339398419410465,1.0833955421188721,0.8374076104508781
17,3.493423222656382,0.0011500979307215047,2.0578539815826464,0.7673070974116835,1.338921327214203,1.0726320321766671,0.841083528218217
18,3.4608799308964087,0.0011167443205193882,2.0208305386470697,0.7631382596122417,1.3382817765710167,1.0646225051995488,0.8434393148577877
19,3.4393984428222173,0.0010861344888781837,2.042844507947457,0.76420365987453,1.3389520098411143,1.0590088626494907,0.845628228116046
20,3.417669296656229,0.0010579116864878114,2.0129766499167614,0.7636439848156823,1.3384881008930058,1.0523329626888023,0.8480786823034272
21,3.3940433588475085,0.0010317809114094956,1.9888051633508124,0.7613481469981593,1.340483339174585,1.048464788015794,0.8483633182846252
