epoch,loss,lr,valid_loss,valid_acc,valid_top5_acc
0,,,3.0554631232482863,0.08067594180095307,0.3141241984414129
1,2.6488065211044103,4.493055062954425e-05,2.233277643908927,0.39313249533311756,0.7288641101113457
2,2.0042175016328785,0.00013443055062954424,1.5965527528170869,0.635895232809554,0.8763302070027125
3,1.5363360553339571,0.00022393055062954424,1.3079827325978524,0.7479003590184055,0.9119834471699123
4,1.344609064406487,0.0003134305506295442,1.1865426676295974,0.793484878587025,0.9243497174078782
5,1.2429567452350756,0.0004029305506295442,1.116679064318651,0.8188325527805107,0.9330666605944087
6,1.1784769809977675,0.0004924305506295441,1.068947181001102,0.8364366806426863,0.9375493550625951
7,1.1341203171225294,0.0005819305506295443,1.0387514472067372,0.8466805811012323,0.9401539876021009
8,1.1022994553275103,0.0006714305506295441,1.0185441256909478,0.8520568059935789,0.9421013084515655
9,1.0795950564432426,0.0007609305506295441,1.0029458770354036,0.8577770550837067,0.9434337905966224
10,1.0616581569235792,0.0008504305506295442,0.9883094445435383,0.862173028414213,0.9450443478554661
11,1.0471735191392049,0.0009399305506295442,0.9829114943682068,0.8640940039872649,0.945326060652527
12,1.0372996767764706,0.0010294305506295441,0.9750614943109596,0.8671480146593027,0.9464176260883758
13,1.028324270726831,0.0011189305506295443,0.9762952616883087,0.8656816008575623,0.9462742128401604
14,1.0214811693041894,0.0012083461937734932,0.9648411592793134,0.8698718365768492,0.9483248972001591
15,1.0160233897799362,0.001226884932938532,0.9593053251445633,0.872097477380557,0.9488090625066651
16,1.0076856406122336,0.0011866314992028263,0.9559428539855455,0.8734119765355004,0.949560162998489
17,1.0035193661253257,0.0011500979307215047,0.9524502660495172,0.8742808227193893,0.9494086227127809
18,0.9994045980197129,0.0011167443205193882,0.9523048172862519,0.8739780956798369,0.9494006637555742
19,0.9960265689892889,0.0010861344888781837,0.9482933684184011,0.8758321016269945,0.9505529569790847
20,0.9929109398203504,0.0010579116864878114,0.9472748201785055,0.8761024640776126,0.9503740588378227
21,0.9906046281752755,0.0010317809114094956,0.9452442129758218,0.8769092330953455,0.9506172329908861
22,0.9878064044082225,0.0010074958119580654,0.9454322380610148,0.8769350572706333,0.9506830516599545
23,0.9861832999418157,0.000984848832905516,0.943915274071704,0.8773109760395316,0.950600397451401
24,0.9837411343393577,0.0009636636964983663,0.9426466447113312,0.8777011609909005,0.950889384001733
25,0.9813715760812287,0.0009437895913492682,0.9395790197561424,0.8791925745076298,0.9512789102252147
26,0.9803444380383378,0.0009250966288375309,0.9407934240828182,0.8779527424032766,0.9516534503757784
27,0.9782159114616722,0.0009074722526913594,0.9385013501063753,0.8791406410471412,0.9515601470701838
28,0.9771612027137428,0.0008908183740754731,0.9366591730590098,0.8794031884294967,0.9516506638282931
29,0.9758913155914821,0.0008750490650422323,0.938356830552828,0.8791064187094904,0.95189605446942
30,0.9750237256228766,0.0008600886861199685,0.9364214509412923,0.8798094478107918,0.9520429389338998
31,0.9738815124110953,0.0008458703546512784,0.9362156499033891,0.879687979097165,0.951890873146576
32,0.9724107542866918,0.0008323346829334197,0.936325298686417,0.8799663160152994,0.9517966084246406
33,0.9714162749457858,0.0008194287317307121,0.9358526669627811,0.8799090464496793,0.9521757628416067
34,0.9703702345232912,0.0008071051370188623,0.9346814064857532,0.8803874780482771,0.9519744584378952
35,0.9696721616874933,0.0007953213770578917,0.9328329502783173,0.8809394232884304,0.952415058615918
36,0.968659951311963,0.0007840391538973042,0.9351170257108823,0.8797277994166899,0.9522029361881398
37,0.9679904447790334,0.0007732238687796371,0.9322775584099955,0.8810090782462683,0.9526310100326197
38,0.9668868622433864,0.0007628441750461128,0.9305162474176452,0.8815754190539611,0.9527347040732272
39,0.9667273502631375,0.000752871595365571,0.9310558191298711,0.8815198434933836,0.9528043823203066
40,0.9656167203864183,0.0007432801926278408,0.9327376380898674,0.8806927848676193,0.9522572593045131
41,0.9650062965192489,0.000734046285830236,0.9318195871499462,0.8810212877870754,0.9523714629302863
42,0.9650014972134522,0.0007251482038634115,0.9312810751205641,0.881695668603868,0.952450064553893
43,0.9640110087768408,0.0007165660713628845,0.9288812830493604,0.8825303945123875,0.9531195477758589
44,0.9624860938632503,0.0007082816218046972,0.92833098149464,0.8823276865878232,0.9533905948235706
45,0.9628555139765542,0.0007002780338413631,0.9314885120699369,0.8811030953802798,0.9527478111125399
46,0.9620599639188566,0.0006925397875382193,0.9287001069359545,0.8824055076701565,0.9533696290922289
47,0.9618105732928076,0.0006850525377121659,0.9282953941106191,0.8826264615553117,0.9532931286205378
48,0.9613036371765996,0.0006778030020191236,0.9300306695941222,0.8818040229542043,0.9531669424923
49,0.9604399911957977,0.0006707788618025577,0.928434390589288,0.8822992866024144,0.9530379268720475
50,0.9604827629078597,0.0006639686740182302,0.9290874085673724,0.8819367910828543,0.9533536892463385
51,0.9600531967410185,0.0006573617928019408,0.9274471695020922,0.8824979104181949,0.95348606898911
52,0.958762708300499,0.0006509482994567963,0.9279449939909481,0.8825947262954384,0.9534021057666265
53,0.9592877532491768,0.00064471893981229,0.9269084902157416,0.8829167999604787,0.9536238830417675
54,0.957420316397447,0.0006386650680550355,0.927239056062465,0.8827803922158879,0.95362076441481
55,0.9582966920036925,0.0006327785962555395,0.9281609642566543,0.8822270843070489,0.953426515128125
56,0.957797139148096,0.0006270519489206681,0.9261795357967159,0.883346087553236,0.953558993746371
57,0.9573299588099057,0.0006214780219909308,0.9269320820470044,0.8827990758563685,0.9533019025336933
58,0.9574018837239421,0.0006160501457777644,0.9260823031475909,0.88336752771921,0.9537837944069486
59,0.9566856132559985,0.0006107620514010679,0.9264958199279468,0.8828360969372514,0.9533948058169511
60,0.9565117219994163,0.0006056078403428885,0.9258896869581907,0.8834420364330517,0.95377977614086
61,0.9558826353207585,0.0006005819567810015,0.9263282175862081,0.8829839422509764,0.9536691570148832
62,0.955400421339162,0.0005956791624072976,0.9252184794160606,0.8834420034158871,0.9544672655066174
63,0.9554337780032681,0.0005908945134714726,0.9260624741445855,0.883254829500551,0.9538109880716823
64,0.9545153357272425,0.0005862233398212821,0.9233913907984433,0.8841232465187899,0.9544990867116202
65,0.9545404414654344,0.0005816612257373163,0.9247001208754708,0.8836566373129364,0.953814029059791
66,0.9546605051701315,0.0005772039923835236,0.9257120937753097,0.8830564209106351,0.9540110737432058
67,0.9539509558011922,0.0005728476817148925,0.923062895943241,0.8840668082817824,0.9542011904660279
68,0.9535206888118052,0.000568588541701453,0.9230688237092346,0.8840930467838403,0.9539759666535673
69,0.9532580399920761,0.0005644230127431929,0.9230874890003793,0.8837621934232581,0.9540003228954665
70,0.9535833251434496,0.000560347715164093,0.9247057374870348,0.8835840869487034,0.9535905706219422
71,0.9526107841853463,0.0005563594376854221,0.9239462629290823,0.8837496388726341,0.9539160187442665
72,0.9524734429330777,0.0005524551267889306,0.9244977854006212,0.8832503344519554,0.9535287753384365
73,0.9522728427615874,0.0005486318768898732,0.9246765143643135,0.883478923057655,0.9539746787485067
74,0.9523229237912302,0.0005448869212480005,0.9226514695421157,0.8844675873176725,0.954050860949749
75,0.9523894627753484,0.0005412176235518742,0.9251366687602568,0.8836270713792241,0.9539019945909066
76,0.9517071321741811,0.0005376214701183853,0.9229810446410994,0.8841241182921694,0.9540426001827673
77,0.9516619529615103,0.0005340960626549686,0.9228253572550046,0.8843862494150877,0.9540322638612397
78,0.9511697669142872,0.0005306391115372118,0.9231405870443096,0.8842458478995261,0.9540927001738915
79,0.9509969097175933,0.0005272484295589966,0.9233283673472462,0.8839329456624082,0.9544094144523659
80,0.9509025241368328,0.0005239219261164537,0.9244550201954431,0.8837241769982522,0.9536384994976093
81,0.9504789699063367,0.0005206576017905405,0.9215867264242478,0.8847285009064719,0.9545105328106086
82,0.9503162872790152,0.0005174535432964054,0.9220772134449876,0.8845315457141303,0.953965678300226
83,0.9500912091260014,0.0005143079187704905,0.9211900287809032,0.8847331740826673,0.9547066819920631
84,0.9499209670936467,0.0005112189733690399,0.9226036139559094,0.8837335680205906,0.9542294610748847
85,0.9495939661734593,0.0005081850251539766,0.9222835472062793,0.8845000704693083,0.9543548854945292
86,0.9492180977069385,0.0005052044612442199,0.9206465747067715,0.884922190029161,0.9545907211141319
87,0.9493432864401031,0.0005022757342124591,0.9212018288880017,0.8847945006819883,0.9549677946335048
88,0.9484316253129703,0.0004993973587090738,0.9241504311954789,0.883896636620646,0.9540665364035197
89,0.9487994597911646,0.0004965679082964922,0.9220424742242949,0.8843769152421193,0.9541777077307336
90,0.9484697988326102,0.0004937860124786321,0.9232097570524719,0.8844005512344342,0.9539076374577846
91,0.9484711473586915,0.0004910503539114016,0.9206560347536434,0.8848013733348025,0.9546122646760196
92,0.948788531633114,0.0004883596657813364,0.9214501381410142,0.8844416539399528,0.9543388045234865
93,0.9480361417336161,0.0004857127293405453,0.9223084531304898,0.8840852008943998,0.9545953536141797
94,0.9483716628751079,0.00048310837158704845,0.9212381949111486,0.8845302841651692,0.9543431100635362
95,0.9479790861889192,0.0004805454630805032,0.9195047280399162,0.885268428630451,0.9547882236118101
96,0.947954376711239,0.0004780229158840507,0.9205578909254555,0.8844369218057009,0.9549683302463121
97,0.9469388381868972,0.0004755396816237931,0.9238393427816644,0.8839537841493065,0.9538509971410234
98,0.9472312756014154,0.00047309474965801337,0.9204165006757334,0.8849134025624946,0.954826041598823
