epoch,loss,lr,valid_loss,valid_acc,valid_top5_acc
0,,,3.056060613153474,0.09475210466665554,0.33383308217055596
1,2.626525384449267,4.493055062954425e-05,2.2093996950062844,0.4013533191314589,0.735607255527065
2,1.9745297578300665,0.00013443055062954424,1.58637595971908,0.6397856964761964,0.8768535789774944
3,1.515310143046101,0.00022393055062954424,1.2843848431853782,0.7563079509791718,0.9138653633016175
4,1.3185708593577097,0.0003134305506295442,1.1656567639307727,0.8000093021479016,0.9283618652695245
5,1.218435514139918,0.0004029305506295442,1.094952999145152,0.826156967795939,0.9353934772608343
6,1.1566324594906876,0.0004924305506295441,1.0531279462459726,0.840630081950682,0.9393406332218391
7,1.1148643363920139,0.0005819305506295443,1.0250274771460397,0.8500348590337011,0.9418505519146955
8,1.0849153864350687,0.0006714305506295441,1.005912607351161,0.8563384703136603,0.9437245380330659
9,1.0642224748827978,0.0007609305506295441,0.9924893944731245,0.8606562844764014,0.9454080454868452
10,1.0491902346790356,0.0008504305506295442,0.9813348657142682,0.8641440040886726,0.9468542871566182
11,1.0372648391751342,0.0009399305506295442,0.9739295296781488,0.8668615311122656,0.9477331361211739
12,1.0270092163542954,0.0010294305506295441,0.9680668328642174,0.8695944612028117,0.9481289616632315
13,1.0192415670146056,0.0011189305506295443,0.9622217371835716,0.8709584496289247,0.9487749216412582
14,1.0126855521109916,0.0012083461937734932,0.9583229844327906,0.8722331816158814,0.9490334345204245
15,1.0055976625593452,0.001226884932938532,0.9536736759694987,0.8744733235634146,0.94930764099119
16,1.0002144080709519,0.0011866314992028263,0.9516683597013018,0.8748337302865011,0.9500050832204365
17,0.9954287212689565,0.0011500979307215047,0.9484533642985523,0.8763039792428199,0.9504634613619098
18,0.9913069107760587,0.0011167443205193882,0.9444800946128193,0.8775744922097594,0.9511631412839064
19,0.9878761026100742,0.0010861344888781837,0.9436148734558256,0.87775939051928,0.9508324268361653
20,0.9842157088728194,0.0010579116864878114,0.9421971802362059,0.8782509088950606,0.9511445702321063
21,0.9815205499801205,0.0010317809114094956,0.939758373451803,0.8792199187379873,0.9515727409313837
22,0.9795680469304036,0.0010074958119580654,0.9371481528599171,0.8798479414015732,0.9520057104699623
23,0.9770286941313016,0.000984848832905516,0.9373274427172351,0.8796994041831011,0.9520745752785523
24,0.9753762110587036,0.0009636636964983663,0.9354915429561829,0.8805046622668455,0.95199582472673
25,0.9727800135314444,0.0009437895913492682,0.9349190205203247,0.8806813813376991,0.9516110601804068
26,0.9716205899693015,0.0009250966288375309,0.9346276949289765,0.8810079000227253,0.9521778020885565
27,0.9701212954163098,0.0009074722526913594,0.9342610832111197,0.8809824072639972,0.952602189778359
28,0.968641303069451,0.0008908183740754731,0.9314100917437027,0.8817955937556071,0.9528003631038539
29,0.9673208039180315,0.0008750490650422323,0.9311394526264352,0.8817596436923802,0.9532358305262535
30,0.9664972351422401,0.0008600886861199685,0.9314866667057625,0.8817741585494119,0.9526561591392952
