epoch,loss,lr,valid_cont_loss,valid_positive_distance,valid_negative_distance,valid_mlm_loss,valid_mlm_acc
0,,,7.388762605468029,0.11845572176193414,0.19425071548793502,3.0806742339299817,0.03666969793323616
1,7.511086866477079,4.50089828829381e-05,1.6811908899166979,0.5796193092582087,1.3363874291461812,2.412483154291788,0.31835489006396334
2,3.8631395297532243,0.00013475898288293806,0.8103762518637105,0.5668398618212728,1.3895722773720764,1.9463444360942381,0.4959031971301872
3,2.8598262741465854,0.00022450898288293807,0.5158880440603616,0.5536723628596,1.3981896539668732,1.6307222160370443,0.6220324574391631
4,2.307948384837811,0.0003142589828829381,0.38999938508413307,0.543993767632328,1.4017206118398982,1.3698932779729016,0.7291203011327376
5,1.9725156531139547,0.00040400898288293804,0.30784470430979105,0.5338573997633537,1.4037425842652775,1.2500912447783448,0.7761388574248261
6,1.7806516777066457,0.0004937589828829382,0.2511741507310956,0.5238481119235886,1.4050409821788699,1.1902525588032142,0.7991801880076242
7,1.6564199897294622,0.0005835089828829381,0.21223570547069479,0.5130492779427219,1.4038495958033566,1.1538853087463894,0.8106430649797125
8,1.5662997960836527,0.000673258982882938,0.18260854280581268,0.5082267124577101,1.4035562114294116,1.1254760500657868,0.8198849132877003
9,1.5010895992172588,0.0007630089828829381,0.16529815541277948,0.4989679882299399,1.401769609734441,1.1085608405390637,0.8251623621322512
10,1.448690550455105,0.0008527589828829382,0.14080949053500275,0.49030186772799245,1.4028445264975056,1.0965733652409055,0.8281236963583598
11,1.4076984145393592,0.0009425089828829379,0.1344806668008372,0.4888838040461538,1.4035101386303228,1.0869489791880291,0.8302676205375741
12,1.374147990682327,0.001032258982882938,0.12707540676192086,0.48953580350493103,1.4059272645845824,1.0755050026236308,0.8337628238214738
13,1.3494282994349964,0.0011220089828829379,0.11707934996252847,0.4809207736749676,1.4036575375544973,1.0679920933361944,0.8346149762628583
14,1.3301627171540293,0.0012113970269648782,0.10935135927627299,0.4732778879670026,1.4039738236860348,1.0603280831837776,0.8362460351781684
15,1.3120465636447343,0.0012251967788085762,0.1061272833251019,0.4744921093812058,1.4036498874935683,1.0561977413690655,0.8373862309794398
16,1.294655488630706,0.001184997393502357,0.10237986030888215,0.4721946485477467,1.4060844624147681,1.0505320671029268,0.8384645076607476
17,1.28242562131314,0.0011485129925720404,0.0966048242250989,0.4684787146676947,1.4057567202804528,1.0487480350209075,0.8394669041832532
18,1.270691659371459,0.0011152043622021034,0.09410491183897467,0.47303992062698863,1.4058621868544992,1.0470788111429024,0.8382835737474632
19,1.261800243933562,0.00108463588538276,0.09400110720604332,0.4683552892413639,1.405785620854368,1.0436244676949167,0.8401747935747298
20,1.254463204835529,0.001056451275024964,0.09517948791510791,0.4747646741174572,1.4055412899066726,1.0397693154533483,0.8415593449475858
21,1.2469546168793204,0.0010303559128815403,0.09016757006701576,0.46375710762126293,1.4035380710991614,1.0396576866401261,0.8417675860533339
22,1.2406909464608018,0.0010061037687932653,0.08730612996402987,0.46023994714804767,1.4063791321156853,1.0380791812337158,0.8417393274644925
23,1.2345544311646082,0.000983487559272107,0.08618904737478404,0.4622049560452408,1.4061469412418084,1.0395429060793604,0.8414234891976489
24,1.2301556614017,0.0009623312380122344,0.08490957903324675,0.4533606908432453,1.4062628942444984,1.0334484625916909,0.8438185421161859
25,1.2266428014067532,0.0009424841921521525,0.08379910997718773,0.4585600640722026,1.4072831765180316,1.0329045581691028,0.8431371062841077
26,1.2228264210696878,0.0009238167044619825,0.08226671195368575,0.4640309098984814,1.4064356515628778,1.0333661125978877,0.8434404401510477
27,1.2177229608385487,0.0009062163675157891,0.08081906732530274,0.4602606373265393,1.407671244008888,1.0330323350162285,0.8427464830758022
28,1.2166381187671294,0.000889585222454546,0.0883713613762218,0.46887312573190887,1.4056561200321953,1.0294478305977743,0.8444348836896612
29,1.2126376011645774,0.0008738374554058015,0.08110444309833158,0.4662726494263185,1.4069652194284883,1.0272709172158585,0.8451646645068583
30,1.208972087586669,0.0008588975274889532,0.08034886400169623,0.4540014078374314,1.4069002728413942,1.0307472139359566,0.8440144282491356
