epoch,loss,lr,valid_cont_loss,valid_mlm_loss,valid_aln,valid_unf,valid_mlm_acc
0,,,4.60934517921269,0.9197197346001676,0.5558786771720089,-0.6658390735953329,0.8831202976282642
1,3.0770888307870856,6.371781872612542e-05,0.0034022018080932834,0.9234408114956715,0.5996757152980654,-1.349937614023312,0.8821464883073613
2,1.7412536621330017,0.00019090865099205567,0.0006372489839840201,0.9224310354443147,0.5261463373508037,-1.366556749272331,0.8827353296882122
3,1.5750239689963612,0.00031809948325798584,0.00032349434326959327,0.9232603809340051,0.4836319293767878,-1.367471811114503,0.8824755744486427
4,1.4934849639227925,0.00044529031552391617,0.00022132872929299903,0.9233830084384058,0.4640025100553158,-1.367326203922612,0.8826257030128388
5,1.4683306994622978,0.0005724811477898465,0.00019046458684124042,0.9251794916942422,0.45286485525588505,-1.364601694663258,0.8816278009627665
6,1.4521740836284154,0.0006996719800557767,0.00015492155566488992,0.9270463054182388,0.44636035542416497,-1.3672369261239699,0.8812745550990805
7,1.4443900545714854,0.0008266089809890843,0.0001546284365810769,0.9261276091135062,0.4398048456299159,-1.3642171867099215,0.8815772620920495
8,1.4313139212091852,0.0008512314551087742,0.0001273591845645642,0.9271395321656914,0.43175522907866554,-1.3659713738743746,0.8814686516748136
9,1.4096122288954749,0.0007995001630342191,0.00012946524414537118,0.9245909168997875,0.42463023186794646,-1.363415438580754,0.8821785737842507
10,1.4009050272662147,0.000756190603058891,0.00011975092431482311,0.9237453754017335,0.4190001795597144,-1.3633732525412066,0.8823698388586254
11,1.3988492853966943,0.0007192389684826879,0.00011984366798659804,0.9258879465531569,0.41492371234157244,-1.3625719891897834,0.8814545790763675
12,1.388126600206663,0.0006872269330549148,0.00011597825501482601,0.9250260148643041,0.41147663656349404,-1.3614459849739207,0.8816851331375855
13,1.378753598929827,0.0006591431822383405,0.00010521933382374093,0.9251501340556098,0.40703074876265233,-1.3636527810938979,0.8817804202290481
14,1.379061749337008,0.0006342445242216308,9.559839128887732e-05,0.9225246105085265,0.4062297537042251,-1.3658855127154275,0.8825276245737217
15,1.3700320864070064,0.0006119708776531309,0.00010290914435160563,0.9220327190240755,0.40255377672410675,-1.3611777724892782,0.8830023646015321
16,1.3650897101654278,0.0005918910517049222,0.00010025361828533114,0.9225866255538054,0.4001821025123325,-1.3617027457247532,0.8823911967964274
17,1.3628805399941126,0.0005736669458968532,9.858536762155114e-05,0.9220669326057611,0.3984884920652602,-1.3608825752824827,0.8828031631194411
18,1.3607670100578537,0.0005570292016243788,8.770182917707789e-05,0.9224285169479925,0.39619543938570134,-1.3652937941377075,0.8825884141449115
19,1.3586302443058147,0.0005417602126247919,9.304445345676737e-05,0.9221617423801641,0.3958013415042405,-1.3622995479657238,0.882797165721479
20,1.3603193924003534,0.0005276820019532156,8.635543033408354e-05,0.9222166644006202,0.3955964398503669,-1.3621730009758457,0.8828064438690808
